2660,2660,2438,2703,2703,2438,2438,2681,2493,2703,2703,2703,2703,2604,2604,2703,2556,2681,2703,2703,2703,2703,2703,2703,2703,2703,2703,2681,2681,2410,2703,2555,2703,2556,2555,2555,2438,2438,2703,2681,2660,2410,2703,2703,2703,2556,2703,2555,2703,2703
2700,2703,2620,2371,2700,2371,2620,2541,2371,2703,2581,2700,2620,2581,2652,2462,2399,2761,2507,2509,2540,2703,2581,2399,2462,2507,2620,2540,2540,2703,2570,2540,2581,2507,2540,2371,2462,2703,2703,2703,2399,2509,2399,2720,2703,2703,2570,2399,2540,2581
2438,2438,2520,2253,2410,2410,2410,2438,2494,2253,2072,2478,2410,2410,2478,2185,2478,2438,2438,2438,2458,2410,2478,2410,2535,2410,2072,2072,2438,2478,2493,2410,2542,2438,2548,2514,2438,2407,2438,2438,2185,2478,2185,2072,2438,2410,2072,2072,2410,2072
2336,2399,2336,2314,2314,2399,2399,2314,2527,2230,2272,2272,2288,2281,2497,2359,2272,2314,2336,2336,2481,2314,2314,2336,2336,2314,2314,2336,2272,2452,2336,2314,2399,2314,2230,2336,2476,2314,2281,2336,2314,2288,2336,2314,2480,2399,2527,2429,2476,2620
2072,2455,2185,2072,2185,1955,2185,2016,2072,2072,2072,2329,2185,2185,2072,2072,1955,2185,2185,2185,2072,1955,2072,2072,2072,1955,2072,2185,2072,2072,2072,2072,2072,2072,1955,2072,2185,2185,2185,2016,2072,2185,2329,2361,1955,2072,2185,2185,1955,2256
2314,2252,2314,2243,2336,2141,2314,2141,2141,2314,2268,2314,2160,2314,2336,2314,2314,2314,2160,2336,2314,2294,2160,2314,2268,2268,2336,2141,2294,2294,2314,2314,2314,2336,2268,2336,2336,2248,2314,2141,2252,2268,2294,2141,2160,2314,2336,2314,2160,2268
2217,2016,2072,2016,2016,2072,2016,2016,2185,2072,2016,2016,2072,2072,2072,2185,2185,2072,2185,2016,2072,2016,2016,2016,2185,2185,2016,2016,2072,2185,2185,2217,2072,2072,2016,2016,2185,2016,2072,2016,2072,2016,2072,2016,2016,2016,2016,2016,2016,2072
2141,2306,2141,2141,2141,2160,2141,2141,2141,2141,2141,2141,2335,2141,1999,2314,2141,2336,2141,2141,2141,2141,2141,2141,2141,2335,2141,2160,1999,2141,2141,2141,2141,2141,2213,2141,1999,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141
2016,2016,1905,2016,2016,2016,2016,2016,1905,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,1905,2016,1905,2016,2016,2016,2016,2016,1905,2016,2016,2016,2016,2016,2016,1905,2016,2016,2016,2016,2096,2016,2016,2016,2016,2016,2016,2016,2016
2141,2141,2141,2141,2141,2088,2141,2141,2141,2079,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2088,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2141,2088,2203,2141,2141,2141,2141,2141,2141,2141,2141
