2510,2578,2336,2370,2482,2384,2294,2460,2650,2563,2198,2870,2559,2697,2649,2831,2631,2559,2670,2535,2578,2198,2432,2328,2336,2781,2559,2294,2650,2649,2294,2580,2326,2578,2300,2294,2413,2741,2432,2510,2300,2634,2300,2460,2460,2432,2488,2870,2389,2580
2480,2340,2480,2470,2531,2242,2175,2455,2355,2530,2647,2242,2211,2175,2455,2401,2466,2560,2426,2466,2455,2565,2401,2401,2470,2578,2495,2371,2531,2495,2530,2580,2426,2691,2394,2340,2211,2175,2616,2497,2211,2401,2493,2371,2493,2457,2371,2560,2610,2426
2198,2294,2122,2369,2175,2301,2161,2326,2312,2432,2369,2142,2352,2122,2369,2349,2161,2008,2532,2020,2175,2161,2020,2321,2198,2198,2020,2336,2008,2432,2294,2161,2198,2321,2175,2349,2175,2008,2175,2198,2175,2502,2175,2389,2161,2175,2175,2198,2008,2301
2120,2120,2175,2280,2245,1968,2211,2211,2013,2280,2302,2293,2242,2280,2401,2175,2087,2224,2090,2267,2211,2087,2013,2090,2211,2271,2120,2175,2324,2175,2175,2175,2175,2120,2175,2175,2120,2109,2109,2175,2175,2087,2120,2280,2120,2087,2013,2175,2175,2109
2287,1945,2123,2125,1945,1855,2138,2153,2020,2175,2175,2074,2287,2166,2161,2008,2161,2161,2125,2123,2198,2161,2104,2123,2295,2125,2104,2008,2020,2045,2175,2123,1945,2045,2175,2123,2123,1945,2161,2175,2161,2167,2175,2175,2175,2175,2175,2194,2122,1855
2120,2089,2120,2089,2545,1981,2410,2175,2120,2013,2175,2049,2120,1981,2159,2120,2092,2092,1980,1981,2120,2013,2175,2013,2013,2120,1927,2120,1981,1981,2120,2120,1980,2120,2089,2092,2175,2069,2120,2157,2120,2118,2157,2089,2069,2175,2167,2175,1927,2013
2008,2357,2006,2108,1884,2125,2123,2080,1945,2125,2008,1884,1907,2110,2079,2079,2175,2080,2123,2123,2123,2080,2043,2008,2081,1907,2080,2079,1945,2251,1945,2123,1907,2009,2006,1945,2081,2045,2125,2125,2123,2009,1945,1945,2340,2175,1945,2045,2119,2080
2318,2107,2120,2013,1883,2120,1937,2006,2120,2162,2065,1932,1937,2021,2045,2045,1932,2006,2139,2006,2120,2021,2013,2162,1981,2120,2045,2089,2021,2110,1981,2120,1937,2120,2089,2129,2067,2013,1937,2223,1883,1981,2089,2045,2089,2120,2006,2162,2045,2120
1987,1956,2045,1997,1934,2123,2044,1832,2081,1934,2009,2186,1997,1832,1945,1987,2096,1945,1837,2322,2006,1997,2006,2006,2006,2071,2045,2044,1956,1945,2045,2009,2110,2147,2107,2107,1945,2006,1956,2180,2044,1956,1956,1983,2107,1837,2009,2009,2123,2107
2183,2021,2045,2021,2064,2165,2045,2006,2140,1893,2006,2022,2022,2045,2064,1881,1999,2003,2073,2120,1881,2156,1993,2022,1999,1981,2006,2045,1999,2019,2014,1993,2019,2089,1968,2040,1968,2067,2120,2120,2003,2089,2042,1881,2025,2006,2111,2006,2040,2045
2041,2039,1898,1945,2006,2040,2009,2001,2039,1944,2011,1995,2044,2006,2006,2228,1944,1898,1689,1997,1945,2009,1944,1832,2040,2006,2009,1995,1997,2039,2091,1975,2006,1997,2006,2045,2009,1898,1689,2001,1897,2006,1955,2146,1945,1975,2081,2045,2156,2088
1846,1869,1996,2051,2006,1869,2006,1889,2006,1869,2068,1880,1993,2006,2051,2045,1975,2045,1875,2006,1641,1681,1993,2047,2019,1981,1893,1846,1880,1893,1846,1869,1875,1996,2117,2047,2068,2014,2038,2068,2038,2039,2011,2038,1880,1641,2006,1880,2039,1641
1865,1806,1603,1996,1786,1898,1623,1829,2006,1956,2116,1689,2063,1832,1829,1898,1623,1603,2027,1689,1829,1992,2078,2063,1996,1832,1859,1832,1859,1944,1859,2009,1689,1956,1910,2006,1944,1829,1689,1603,1623,1963,1603,2038,1689,2011,1829,1865,1603,1968
1690,1846,2068,1773,1996,1641,1641,1641,1681,1641,1641,1690,1814,2006,1814,1641,1646,1641,1814,1773,1814,1641,1641,1641,1641,1641,1690,1641,1880,1641,1996,1681,1814,1641,1880,1690,1690,1846,1681,1880,1846,1846,2011,1681,1996,1681,1814,1646,1773,2006
1924,1603,1829,1735,1689,1829,1623,1829,2063,1689,1623,1623,1623,1829,2009,1729,1829,1829,1623,1623,1707,1623,1603,1689,1623,1623,1623,1856,1829,1689,1829,1859,1729,1829,1829,1735,1829,1729,1829,1832,1735,1829,1779,1829,1603,1603,1829,1729,1603,1833
1641,1641,1749,1641,1684,1641,1690,1641,1684,1973,1641,1641,1641,1641,1641,1641,1814,1641,1683,1641,1690,1690,1690,1641,1751,1641,1641,1641,1681,1641,1880,2032,1646,1880,1690,1641,1641,1797,1690,1764,1684,1641,1641,1641,1641,1790,1641,1764,1973,1749
1829,1603,1689,1829,1603,1749,1829,1603,1603,1829,1603,1829,1829,1603,1603,1689,1829,1807,1603,1603,1718,1829,1689,1829,1603,1829,1603,1603,1817,1718,2019,1749,1820,1829,1713,1817,1829,1829,1749,1603,2008,1883,1978,1790,1829,1817,1713,1603,1829,1933
1844,1641,1641,1593,1593,1641,1641,1639,1690,1641,1641,1749,1338,1690,1690,1641,2004,1828,1690,1641,1641,1690,1641,1764,1641,1682,1690,1641,2045,1641,1690,1639,1338,1641,1904,1690,1639,1641,1641,1641,1641,1749,1690,1641,1973,1641,1690,1690,1690,1682
1801,1603,1808,1673,1603,1829,1718,1603,1829,1749,1829,1808,1603,1808,1553,1603,1603,1829,1603,1603,1603,1808,1603,1603,1603,1603,1978,1829,1603,1829,1603,1603,1603,1603,1829,2128,1603,1603,1796,1829,1829,1439,1467,1603,1829,1735,1941,1796,1718,1439
1610,1900,1639,1703,1808,1690,1830,1518,1641,1682,1704,1900,1690,1641,1641,1641,1690,1690,1906,1641,1682,1641,1641,1690,1690,1682,1690,1690,1682,1690,1641,1641,1690,1690,1817,1682,1682,1690,1690,1599,1682,1690,1518,1641,1641,1641,1641,1682,1690,1935
1357,1403,1603,1603,2011,1603,1748,1603,1603,1830,1603,1808,1832,1603,1637,1603,1829,1672,1840,1829,1603,1603,1808,1829,1603,1603,1808,1973,1603,1829,1564,1603,1603,1603,1792,1808,1603,1808,1603,1603,1603,1603,1807,1403,1808,1603,1797,1829,1603,1876
1690,1682,1477,1682,1477,1690,1683,1641,1682,1464,1641,1518,1464,1641,1690,1641,1252,1690,1676,1369,1369,1641,1252,1845,1676,1683,1682,1369,1676,1690,1252,1641,1464,1690,1690,1252,1599,1599,1682,1690,1599,1676,1477,1682,1518,1477,1641,1682,1252,1704
