2198,2548,2496,2447,2499,2694,2198,2694,2198,2667,2447,2447,2593,2447,2641,2447,2447,2547,2694,2499,2692,2547,2694,2593,2496,2496,2694,2447,2447,2598,2547,2694,2589,2198,2447,2198,2548,2667,2694,2496,2198,2447,2692,2547,2548,2692,2547,2593,2694,2694
2100,2100,2100,2100,2200,2198,2248,2100,2100,2198,2300,2166,2100,2198,2100,2100,2166,2101,2100,2100,2300,2300,2100,2100,2100,2166,2100,2100,2100,2101,2100,2100,2100,2100,2101,2100,2100,2166,2250,2100,2250,2100,2250,2101,2249,2100,2100,2100,2100,2250
2166,2133,2133,2133,2198,2133,2249,2198,2199,2198,2350,2195,2133,2198,2199,2452,2198,2151,2694,2151,2351,2151,2166,2166,2198,2133,2133,2151,2133,2133,2151,2198,2195,2133,2166,2166,2446,2198,2199,2202,2133,2151,2198,2133,2198,2133,2198,2133,2166,2199
2101,2101,2100,2100,2100,2054,2150,2133,2100,2101,2101,2100,2101,2100,2049,2101,2049,2133,2101,2053,2101,2096,2096,2101,2103,2101,2054,2100,2101,2101,2151,2096,2101,2053,2101,2101,2101,2100,2101,2054,2054,2103,2053,2101,2096,2100,2100,2101,2096,2054
2061,2004,2101,2133,2133,2004,2005,1857,2133,2004,2054,1857,2125,2005,2101,2078,2078,2133,2078,2133,2005,2133,1998,2101,2078,2133,2125,1857,2125,2005,2133,2105,2004,1998,1857,2061,2133,2053,2078,1857,1998,2105,2100,2133,2133,2004,2054,2034,2100,2105
2067,2007,1879,2006,2010,1851,1851,1954,2003,2067,1960,2006,1955,1879,2053,1960,2006,2053,1955,1960,1954,2051,2006,1960,1879,1960,2100,1955,1960,2010,1879,1955,2010,1851,2003,2055,2006,2067,2049,1851,2101,2049,2067,1851,1879,2049,1954,1954,2049,2049
1857,1908,1857,1956,1880,1869,1857,1955,1908,1857,1857,1906,1960,1880,1857,1955,1955,2067,1857,1880,1857,1880,1880,1880,1880,1955,1857,1955,1956,1957,1956,1869,1857,1998,1998,1998,1857,1869,1857,1857,1880,1857,2052,1998,1869,2067,1998,1880,1957,1857
1851,1851,1858,1851,1851,1851,1906,1851,1851,1851,1851,1851,1851,1960,1851,1851,1851,1851,1851,1857,2037,1851,1960,1960,1879,1851,1851,1851,1851,1851,1851,2037,1860,1947,1851,1851,1858,1851,1947,1851,1851,1856,1851,2048,1960,1860,1858,1851,1856,1851
1880,1880,1752,1880,1752,1848,1805,1880,1752,1880,1880,1880,1880,1869,1805,1869,1880,1880,1880,1880,1752,1880,1857,1880,1880,1869,1869,1880,1869,1805,1869,1880,1880,1869,1857,1805,1880,1857,1857,1805,1848,1880,1880,1880,1880,1880,1880,1805,1805,1880
1851,1850,1708,1780,1755,1755,1851,1780,1800,1800,1616,1851,1900,1755,1616,1851,1800,1800,1850,1851,1851,1800,1800,1755,1851,1851,1800,1851,1850,1616,1851,1755,1800,1900,1616,1616,1708,1851,1800,1851,1800,1851,1851,1800,1708,1810,1851,1800,1762,1755
1848,1851,1752,1656,1660,1850,1752,1752,1752,1848,1806,1802,1802,1840,1802,1660,1752,1752,1880,1752,1656,1752,1752,1660,1752,1660,1656,1848,1752,1660,1752,1752,1850,1656,1660,1802,1752,1806,1806,1806,1752,1850,1752,1880,1802,1660,1803,1848,1840,1806
1800,1655,1581,1704,1662,1572,1800,1572,1477,1662,1655,1581,1800,1760,1616,1755,1616,1572,1616,1581,1616,1800,1616,1711,1662,1616,1616,1477,1800,1581,1616,1655,1572,1477,1616,1581,1606,1572,1662,1805,1581,1606,1581,1581,1800,1477,1711,1800,1477,1616
