2178,2612,2630,2384,2700,2425,2576,2783,1969,2266,2384,1969,2649,2569,2401,2527,2252,2539,2390,2244,2410,2025,2520,2353,2276,2343,2543,2492,2360,2591,1969,2511,2768,2498,2025,2524,2354,2362,2520,2458,2410,2498,2395,2178,2178,2405,2266,2509,2347,2655,2558,2081,2375,2362,2428,2306,2111,2178,2609,2315,2375,2315,2208,2425,2498,2498,2562,2485,2645,2479,2353,2306,2485,2401,2479,2178,2458,2266,2582,2395,2421,2604,2524,2516,2527,2492,2655,2493,2609,2479,2681,2276,2421,2394,2244,2395,2684,2306,2642,2428,2178,2556,2136,2585,2362,2585,2261,2111,2353,2737,2136,2252,2485,2818,2252,2672,1969,2252,2306,2515,2667,2208,2543,2266,2343,2509,2720,2517,2428,2603,2548,2558,2395,2405,2421,1969,2569,1969,2266,2270,2025,2208,2410,2515,2270,2524,2405,2353,1969,2375,2395,2492,2421,2401,2252,2458,2244,2489,2405,2576,2539,2405,2425,2347,2252,2479,2081,2178,2252,2425,2306,2390,2349,2642,2025,2599,2315,2493,2629,2421,2025,2421,2560,2266,2025,2252,2492,2498,2261,2136,2081,2768,2136,2388,2458,2502,2111,2454,2539,2582
2151,2360,2340,2422,1959,2259,2268,1959,1959,2225,2242,2225,2261,2066,2383,2456,1959,2381,2325,2470,2470,2225,1959,2370,2459,2399,2546,2225,2360,2261,2182,1959,2374,2370,2459,2327,2151,2268,2336,2225,2225,2481,2422,2360,2151,2225,1959,2394,2268,2360,2268,2362,2261,2399,2225,2261,1959,2225,2066,2242,2149,2383,1959,2374,2268,1959,2242,2242,2151,1959,2261,2327,2516,2261,2242,2268,2381,2259,2484,2619,2151,2325,2225,2327,2360,2394,1959,2242,2484,2438,2340,2225,1959,2242,2225,2225,2242,2484,2246,2483,2268,2151,2422,2151,2428,2422,2263,2225,2336,2225,2314,2360,2151,1959,2460,1959,2360,2484,2305,2340,2427,2225,2362,1959,2151,2182,2314,2516,2151,2422,2261,2336,2305,2147,2182,2362,2374,2225,2066,2360,2374,2440,2360,1959,2242,2360,1959,2438,2351,2225,2259,2066,2360,2151,2544,1959,2414,2360,1959,2370,2414,2305,2360,2151,2436,2422,2399,2438,2394,2151,2428,2327,2484,2149,2340,2268,2360,2261,1959,2360,2362,2246,2484,2360,1959,1959,1959,2360,2374,2360,2415,2374,2459,2362,2383,2460,1959,2161,1959,2242
2261,2111,2111,2208,1969,2266,2266,2149,2025,1969,1969,1969,1969,1969,1969,1969,1969,1969,2111,2252,1969,1969,2025,1969,2025,1969,1969,2025,1969,2261,1969,2149,1969,2111,1969,1969,2178,2025,2025,2261,1969,2208,2087,1969,1969,2149,1969,2178,1969,2025,2375,2025,1969,1969,2178,2025,2178,2266,1969,1969,2149,2025,2208,1969,1969,2208,2178,1969,2111,2111,1969,2025,1969,2025,2025,1969,2025,2178,1969,2087,1969,1969,2202,2218,2025,1969,2178,2305,2261,1969,1969,1969,1969,2178,2025,2306,2136,2025,1969,2178,2111,1969,2136,2111,2149,2348,2111,1969,2208,2338,2111,2178,2266,1969,2025,2218,2208,1969,2111,2346,1969,1969,1969,2111,1969,2025,2087,1969,2149,1969,2025,2208,1969,1969,2306,1969,2315,2025,2054,2266,1969,2178,1969,1969,1969,1969,1969,2025,2025,2025,1969,1969,1969,2025,2178,2025,2306,2343,2025,1969,1969,1969,1969,1969,1969,2178,1969,1969,1969,2270,1969,2208,2025,2111,1969,1969,1969,1969,2111,2025,2136,2270,2111,1969,2178,2025,2208,2346,2025,1969,2208,2025,1969,1969,1969,2276,1969,2178,2111,2149
1959,1959,1959,2225,1959,2149,2268,1959,1959,2196,1959,1959,1959,1959,1959,1831,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,2225,1959,1959,1959,1959,1959,1959,1959,1959,1959,2259,1959,1959,1959,1959,1959,1959,1959,1959,1959,2225,1959,1959,1959,1831,1959,1959,1959,1959,1959,1959,2151,1959,1959,2225,1831,1959,2225,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,2225,1959,1959,1959,1959,1959,1959,1959,1959,1959,2151,1959,2491,1959,1959,1959,1959,2219,1959,1959,1959,1899,1959,1959,1959,1959,1959,2149,1959,1959,1959,1959,1959,1959,1959,2149,1959,1959,1959,1959,2215,1959,1959,1959,1899,1959,1959,1959,1959,1959,1959,1959,1831,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,2225,1959,1959,1959,1831,1959,2225,1831,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,2225,2151,1959,2066,1959,1959,1959,1959,1959,1959,2225,1959,1959,1959,1959,1959,1959,1959,2198,1899,2151,1959
1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1938,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,2149,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,2204,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969
1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1899,1959,1899,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1899,1899,1959,1959,1959,1959,1959,1904,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1899,1959,1959,1959,1959,1959,1959,1959,1899,1959,1959,1959,1904,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1904,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1904,1959,1959,1959,1959,1959,1959,1959,1899,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1904,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1899,1959,1959,1959
1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1837,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1910,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,2208,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1910,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1837,1837,1969,1969,1910,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1837,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969
1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1883,1959,1959,1959,1959,1959,2507,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1887,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1887,1883,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1883,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1883,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959
1969,1969,1969,1969,1969,1969,1969,1969,1969,1968,1969,1969,1969,1969,1969,1969,1968,1968,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1968,1969,1968,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1968,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1963,1969,1969,1969,1969,1968,1969,1969,1969,1969,1969,1968,1969,1963,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1968,1969,1968,1969,1969,1969,1968,1969,1969,1968,1969,1969,1969,1969,1969,1969,1969,1963,1968,1969,1969,1969,1969,1969,1969,1969,1968,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1968,1963,1969,1969,1969,1969,1969,1968,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1969,1968
1883,1883,1959,1959,1927,1959,1959,1959,1959,1883,1959,1883,1883,1959,1959,1883,1959,1959,1959,1959,1883,1959,1883,1959,1959,1959,1883,1883,2210,1959,1959,1883,1959,1883,1959,1959,1883,1959,1883,1959,1959,1959,1959,1883,1959,1959,1883,1959,1959,1959,1959,1959,1959,1959,1883,1959,1959,1883,1883,1959,1959,1959,1883,1959,1883,1883,1883,1959,1959,1883,1959,1883,1959,1959,1883,1959,1959,1959,1959,1959,1927,1959,1883,1959,1883,1959,1959,1959,1883,1883,1959,2094,1959,1883,1959,1883,1883,1959,1883,1959,1883,1883,1959,1959,1959,1883,1959,1959,1959,1883,1959,1883,1959,1883,1959,1959,1883,1883,1883,1959,1959,1883,1959,1959,1959,1959,1959,1883,1883,1959,1883,1883,1959,1883,1959,1883,1959,1883,1959,1959,1959,1883,1883,1959,1959,1959,1959,1883,1959,1959,1959,1883,1959,1959,1883,1959,1883,1959,1959,1883,1883,1959,1959,1959,1959,1883,1959,1883,1959,1883,1959,1959,1959,1883,1959,1959,1883,1883,1959,1959,1959,1959,1959,1959,1959,1959,1959,1959,1883,1883,1959,1959,1883,1959,1959,1959,1959,1959,1959,1883
